SDAccel Profile Summary
Generated on: 2017-02-22 13:25:06
Profiled application: cnn
Target platform: Xilinx
Target devices: xilinx:adm-pcie-ku3:2ddr:3.0-0
Flow mode: System Run
Tool version: 2016.2

OpenCL API Calls
API Name,Number Of Calls,Total Time (ms),Minimum Time (ms),Average Time (ms),Maximum Time (ms),
clCreateProgramWithBinary,1,12010,12010,12010,12010,
clCreateContext,1,10092,10092,10092,10092,
clFinish,4,87.9684,0.000804,21.9921,84.9896,
clWaitForEvents,10,0.956296,0.039655,0.0956296,0.401651,
clEnqueueWriteBuffer,9,0.955713,0.043187,0.10619,0.405565,
clGetPlatformIDs,3,0.148279,0.001304,0.0494263,0.140536,
clEnqueueNDRangeKernel,8,0.14488,0.004954,0.01811,0.078034,
clEnqueueReadBuffer,1,0.065687,0.065687,0.065687,0.065687,
clGetKernelInfo,72,0.02943,0.000321,0.00040875,0.004709,
clCreateBuffer,44,0.027436,0.000348,0.000623545,0.003129,
clReleaseMemObject,15,0.0272,0.000711,0.00181333,0.006243,
clCreateKernel,8,0.02131,0.001932,0.00266375,0.005992,
clReleaseKernel,8,0.013772,0.001217,0.0017215,0.003864,
clSetKernelArg,10,0.006249,0.00042,0.0006249,0.001138,
clCreateCommandQueue,1,0.003656,0.003656,0.003656,0.003656,
clGetKernelWorkGroupInfo,8,0.003654,0.000287,0.00045675,0.001125,
clGetDeviceInfo,1,0.003023,0.003023,0.003023,0.003023,
clGetPlatformInfo,1,0.002432,0.002432,0.002432,0.002432,
clBuildProgram,1,0.002332,0.002332,0.002332,0.002332,
clGetEventProfilingInfo,2,0.001859,0.000377,0.0009295,0.001482,
clGetDeviceIDs,1,0.001426,0.001426,0.001426,0.001426,
clReleaseCommandQueue,1,0.001183,0.001183,0.001183,0.001183,
clReleaseContext,1,0.000612,0.000612,0.000612,0.000612,


Kernel Execution
Kernel,Number Of Enqueues,Total Time (ms),Minimum Time (ms),Average Time (ms),Maximum Time (ms),
conv1,1,6.04417,6.04417,6.04417,6.04417,
conv2,1,65.2915,65.2915,65.2915,65.2915,
fc1,1,11.5241,11.5241,11.5241,11.5241,
fc2,1,0.161081,0.161081,0.161081,0.161081,
load_model_ocm,1,1.53449,1.53449,1.53449,1.53449,
max_pool1,1,1.44151,1.44151,1.44151,1.44151,
max_pool2,1,0.32784,0.32784,0.32784,0.32784,
softmax_layer,1,0.019523,0.019523,0.019523,0.019523,


Compute Unit Utilization
Device,Compute Unit,Kernel,Global Work Size,Local Work Size,Number Of Calls,Total Time (ms),Minimum Time (ms),Average Time (ms),Maximum Time (ms),
xilinx:adm-pcie-ku3:2ddr:3.0-0,conv1_1,conv1,24:24:32,24:24:4,8,6.01577,0.749696,0.751971,0.76042,
xilinx:adm-pcie-ku3:2ddr:3.0-0,conv2_1,conv2,8:8:64,4:4:16,16,65.237,4.07645,4.07732,4.07934,
xilinx:adm-pcie-ku3:2ddr:3.0-0,fc1_1,fc1,256:1:1,32:1:1,8,11.4976,1.43642,1.4372,1.43939,
xilinx:adm-pcie-ku3:2ddr:3.0-0,fc2_1,fc2,10:1:1,5:1:1,2,0.153728,0.076321,0.076864,0.077407,
xilinx:adm-pcie-ku3:2ddr:3.0-0,load_model_ocm_1,load_model_ocm,1:1:1,1:1:1,1,1.5237,1.5237,1.5237,1.5237,
xilinx:adm-pcie-ku3:2ddr:3.0-0,max_pool1_1,max_pool1,12:12:32,4:4:4,72,1.18171,0.015875,0.0164126,0.019061,
xilinx:adm-pcie-ku3:2ddr:3.0-0,max_pool2_1,max_pool2,4:4:64,4:4:4,16,0.26825,0.016264,0.0167656,0.019216,
xilinx:adm-pcie-ku3:2ddr:3.0-0,softmax_layer_1,softmax_layer,1:1:1,1:1:1,1,0.013987,0.013987,0.013987,0.013987,


Data Transfer: Host and Global Memory
Context:Number of Devices,Transfer Type,Number Of Transfers,Transfer Rate (MB/s),Average Bandwidth Utilization (%),Average Size (KB),Total Time (ms),Average Time (ms),
context0:1,READ,1,1.854857,0.037097,0.04,0.021565,0.021565,
context0:1,WRITE,9,2515.262902,50.305258,141.267,0.505474,0.056164,


Data Transfer: Kernels and Global Memory
Device,Transfer Type,Number Of Transfers,Transfer Rate (MB/s),Average Bandwidth Utilization (%),Average Size (KB),Average Time (ns),
xilinx:adm-pcie-ku3:2ddr:3.0-0,READ,20209,9.48282,0.0987794,0.064,229.337,
xilinx:adm-pcie-ku3:2ddr:3.0-0,WRITE,1,0.000293273,3.05493e-06,0.04,129.167,


Top Data Transfer: Kernels and Global Memory
